id	name	english name	main category	iLvl	groups
1961789627	啄目弓	Cluckeye	2h	51	2h,bow,bows,weapons
1961609942	西迪鲁骨弓	Sydyru Crust	2h	70	2h,bow,bows,weapons
1960747454	风之力	Windforce	2h	60	2h,bow,bows,weapons
4120963539	巴坎弩枪	Bakkan Caster	2h	34	2h,bows,crossbow,weapons
4120783854	恶魔机弩	Demon Machine	2h	11	2h,bows,crossbow,weapons
4121969775	暴雪重炮	Buriza-Do Kyanon	2h	31	2h,bows,crossbow,weapons
4120891665	奥法星刺	Arcane Barb	2h	70	2h,bows,crossbow,weapons
4122005712	吐脓毒弩	Pus Spitter	2h	51	2h,bows,crossbow,weapons
4120819791	地狱刑器	Hellrack	2h	60	2h,bows,crossbow,weapons
4120855728	蝎尾狮	Manticore	2h	60	2h,bows,crossbow,weapons
3426283273	蝎尾狮	Manticore	2h	60	2h,bows,crossbow,weapons
3141546126	霹雳弩	Blitzbolter	1h	70	bows,handcrossbow,weapons
3141510189	伊祖柯布	Izzuccob	1h	11	bows,handcrossbow,weapons
842995367	维拉的遗赠	Valla's Bequest	1h	11	bows,handcrossbow,weapons
3141474252	焚火投手	Balefire Caster	1h	31	bows,handcrossbow,weapons
3141473988	焚火投手	Balefire Caster	1h	31	bows,handcrossbow,weapons
3141582063	黎明	Dawn	1h	51	bows,handcrossbow,weapons
2202800420	黎明	Dawn	1h	61	bows,handcrossbow,weapons
3142588299	灾劫	Calamity	1h	60	bows,handcrossbow,weapons
2782596893	劈山巨斧	Fjord Cutter	1h	11	1h,weapons
4009847767	劈山巨斧	Fjord Cutter	1h	11	1h,weapons
2783639066	安铂的骄傲	Ambo's Pride	1h	31	1h,weapons
2782417208	夜剿	Night's Reaping	1h	70	1h,weapons
2782560956	战神之刃	Blade of the Warlord	1h	60	1h,weapons
1638774391	战神之刃	Blade of the Warlord	1h	60	1h,weapons
442984219	亡者之战	War of the Dead	2h	70	2h,weapons
441870172	巴斯廷之力	Bastion's Revered	2h	31	2h,weapons
441869908	巴斯廷之力	Bastion's Revered	2h	31	2h,weapons
441762361	审判之锤	The Gavel of Judgment	2h	51	2h,weapons
2125089234	审判之锤	The Gavel of Judgment	2h	51	2h,weapons
441942046	隐峰之怒	Fury of the Vanished Peak	2h	34	2h,weapons
1677909785	隐峰之怒	Fury of the Vanished Peak	2h	34	2h,weapons
3197158246	狂击	Rabid Strike	1h	11	1h,weapons
3197301994	肉耙	Fleshrake	1h	11	1h,weapons
761073718	肉耙	Fleshrake	1h	12	1h,weapons
3198344167	伤痕使者	Scarbringer	1h	31	1h,weapons
3198308230	锤拳	Sledge Fist	1h	31	1h,weapons
3197194183	恶魔之爪	Demon Claw	1h	70	1h,weapons
3197230120	金刚狼爪	Logan's Claw	1h	51	1h,weapons
3197266057	流云桥	Won Khim Lau	1h	60	1h,weapons
3197337931	水晶拳	Crystal Fist	1h	60	1h,weapons
761073719	水晶拳	Crystal Fist	1h	12	1h,weapons
3197373868	阿兹·图拉斯克之拳	The Fist of Az'Turrasq	1h	60	1h,weapons
1296237551	阿兹·图拉斯克之拳	The Fist of Az'Turrasq	1h	60	1h,weapons
446400306	平衡	Balance	2h	12	2h,weapons
2201843852	平衡	Balance	2h	12	2h,weapons
446615928	丽瑶的劝诫杖	Lai Yui's Persuader	2h	70	2h,weapons
446508117	永恒之悟	The Flow of Eternity	2h	31	2h,weapons
1484349569	永恒之悟	The Flow of Eternity	2h	31	2h,weapons
446579991	战桨	The Paddle	2h	31	2h,weapons
446436243	大殿香烛	Incense Torch of the Grand Temple	2h	51	2h,weapons
446472180	罗泽丁之力	Rozpedin's Force	2h	70	2h,weapons
446651865	翔龙	Flying Dragon	2h	60	2h,weapons
3085320649	鸣秋杖	Autumn's Call	2h	11	2h,weapons
1288371997	蝙蝠法杖	Staff of Chiroptera	2h	11	2h,weapons
3085105027	法贤之印	Mark of The Magi	2h	70	2h,weapons
3085069090	断杖	The Broken Staff	2h	31	2h,weapons
3085248775	马洛斯的聚能法杖	Maloth's Focus	2h	51	2h,weapons
3085140964	苦艾之杖	Wormwood	2h	51	2h,weapons
1889450717	苦艾之杖	Wormwood	2h	51	2h,weapons
3085284712	折磨者	The Tormentor	2h	60	2h,weapons
3085356586	大维兹尔之杖	The Grand Vizier	2h	60	2h,weapons
3085356322	大维兹尔之杖	The Grand Vizier	2h	60	2h,weapons
1859698842	星火	Starfire	1h	11	1h,weapons
1859806653	黑手钥匙	Blackhand Key	1h	31	1h,weapons
1859662905	乐神的指挥棒	Gesture of Orpheus	1h	51	1h,weapons
1771839282	乐神的指挥棒	Gesture of Orpheus	1h	51	1h,weapons
1860776952	命运碎片	Fragment of Destiny	1h	51	1h,weapons
2404377427	命运碎片	Fragment of Destiny	1h	51	1h,weapons
1859914464	降瘟	Atrophy	1h	70	1h,weapons
1860884763	斯洛拉克的疯狂	Slorak's Madness	1h	60	1h,weapons
3333422469	观死	Gazing Demise	mojo	11	mojo,offhands
3333386532	恶念	Spite	mojo	70	mojo,offhands
3333458406	小鬼符	Homunculus	mojo	31	mojo,offhands
3333458143	小鬼符	Homunculus	mojo	31	mojo,offhands
3333638091	深渊魔物	Thing of the Deep	mojo	51	mojo,offhands
2178895871	深渊魔物	Thing of the Deep	mojo	51	mojo,offhands
3333602154	尤卡班毒蛇	Uhkapian Serpent	mojo	60	mojo,offhands
2775886709	寒流	Winter Flurry	source	13	offhands,source
2775850772	宇宙缩影	Cosmic Strand	source	70	offhands,source
2775814835	三元宝珠	Triumvirate	source	60	offhands,source
1175281612	三元宝珠	Triumvirate	source	60	offhands,source
1584901006	三元宝珠	Triumvirate	source	60	offhands,source
2775742961	法瞳	The Oculus	source	60	offhands,source
3894424171	觅罪者	Sin Seekers	quiver	31	offhands,quiver
2204177253	觅罪者	Sin Seekers	quiver	11	offhands,quiver
3894567919	造箭师的骄傲	Fletcher's Pride	quiver	11	offhands,quiver
3894531982	银星贯矢	Silver Star Piercers	quiver	31	offhands,quiver
3894531718	沸怒脊刺	Spines of Seething Hatred	quiver	31	offhands,quiver
3894496045	圣力箭	Holy Point Shot	quiver	31	offhands,quiver
3894388234	燧石爆裂箭矢	Flint Ripper Arrowheads	quiver	51	offhands,quiver
3894387970	精细箭矢	Meticulous Bolts	quiver	51	offhands,quiver
223386198	奥古斯丁的灵药	Augustine's Panacea	quiver	51	offhands,quiver
3894460108	大恶魔箭	Archfiend Arrows	quiver	70	offhands,quiver
3894603856	死者遗物	Dead Man's Legacy	quiver	60	offhands,quiver
564938473	死者遗物	Dead Man's Legacy	quiver	60	offhands,quiver
162390824	尸墙	Wall of Man	shield	70	offhands,shield
161420525	不破之钢	Denial	shield	15	offhands,shield
841509030	不破之钢	Denial	shield	15	offhands,shield
161312714	折射成冰	Freeze of Deflection	shield	34	offhands,shield
161456462	警戒之墙	Lidless Wall	shield	51	offhands,shield
161240840	象牙塔	Ivory Tower	shield	60	offhands,shield
841509025	象牙塔	Ivory Tower	shield	60	offhands,shield
161492399	暴风之盾	Stormshield	shield	60	offhands,shield
3775776633	暴风之盾	Stormshield	shield	60	offhands,shield
334161780	破碎的王冠	Broken Crown	helm	11	armors,helm,helms
3248628813	破碎的王冠	Broken Crown	helm	20	armors,helm,helms
334197717	李奥瑞克的王冠	Leoric's Crown	helm	11	armors,helm,helms
334197453	李奥瑞克的王冠	Leoric's Crown	helm	5	armors,helm,helms
334197455	李奥瑞克的王冠	Leoric's Crown	helm	11	armors,helm,helms
334377402	盲信面甲	Blind Faith	helm	31	armors,helm,helms
334269591	共鸣之颅	Skull of Resonance	helm	51	armors,helm,helms
334233654	安达莉尔的仪容	Andariel's Visage	helm	60	armors,helm,helms
334233391	安达莉尔的仪容	Andariel's Visage	helm	60	armors,helm,helms
335347701	统治之盔	The Helm of Rule	helm	70	armors,helm,helms
334341465	暮光面甲	Mempo of Twilight	helm	60	armors,helm,helms
576508066	法师之拳	Magefist	gloves	34	armors,gloves
1445202926	法师之拳	Magefist	gloves	34	armors,gloves
575214334	潘德之手	Penders Purchase	gloves	70	armors,gloves
575429956	岩石护手	Stone Gauntlets	gloves	31	armors,gloves
576400255	角斗士的手套	Gladiator Gauntlets	gloves	51	armors,gloves
575250271	霜燃	Frostburn	gloves	60	armors,gloves
1445202891	霜燃	Frostburn	gloves	60	armors,gloves
575286208	塔斯克与西奥	Tasker and Theo	gloves	60	armors,gloves
1941251797	粗糙至极靴	The Crudest Boots	boots	11	armors,boots
2151594317	粗糙至极靴	The Crudest Boots	boots	11	armors,boots
1940389309	掳宝长靴	Lut Socks	boots	11	armors,boots
1940101813	博伊安格的舞靴	Boj Anglers	boots	31	armors,boots
1249976208	里维拉的舞鞋	Rivera Dancers	boots	11	armors,boots
1940245561	甲板行者	Board Walkers	boots	70	armors,boots
1940317435	踏焰长靴	Fire Walkers	boots	51	armors,boots
1940317172	踏焰长靴	Fire Walkers	boots	51	armors,boots
1940353372	攀冰者	Ice Climbers	boots	60	armors,boots
1770784374	行侠腰带	Vigilante Belt	belt	11	armors,belt,belts
1770856248	迅击腰带	Fleeting Strap	belt	70	armors,belt,belts
1771898421	金织带	Goldwrap	belt	11	armors,belt,belts
1770748437	藏红裹腰	Saffron Wrap	belt	31	armors,belt,belts
1770999996	缠腰耳串	String of Ears	belt	31	armors,belt,belts
1479591554	缠腰耳串	String of Ears	belt	31	armors,belt,belts
1770820311	天使发带	Angel Hair Braid	belt	51	armors,belt,belts
1770820047	天使发带	Angel Hair Braid	belt	51	armors,belt,belts
1770892185	女魔护腰	Hellcat Waistguard	belt	60	armors,belt,belts
1771035933	行巫时刻	The Witching Hour	belt	60	armors,belt,belts
3413095571	猎手之怒	Hunter's Wrath	belt	70	armors,belt,belts
923219200	稳击护腕	Steady Strikers	bracers	11	armors,bracers
3500938779	阿什纳加的血腕	Ashnagarr's Blood Bracer	bracers	11	armors,bracers
923291074	箭道护腕	Gungdo Gear	bracers	11	armors,bracers
1861699995	箭道护腕	Gungdo Gear	bracers	13	armors,bracers
923183263	奴隶镣铐	Slave Bonds	bracers	31	armors,bracers
1861699992	莫提克的手腕	Mortick's Brace	bracers	31	armors,bracers
923147326	荣光之诺	Promise of Glory	bracers	51	armors,bracers
923111389	科斯莱的腕甲	Kethryes' Splint	bracers	70	armors,bracers
923327011	力士护腕	Strongarm Bracers	bracers	60	armors,bracers
923255137	豹人猎杀者	Lacuni Prowlers	bracers	60	armors,bracers
1316774087	天鹰斗衣	Aquila Cuirass	chestarmor	11	armors,chestarmor,chestarmors
1160204002	天鹰斗衣	Aquila Cuirass	chestarmor	23	armors,chestarmor,chestarmors
1316989709	钢铁之心	Heart of Iron	chestarmor	11	armors,chestarmor,chestarmors
1160204008	钢铁之心	Heart of Iron	chestarmor	11	armors,chestarmor,chestarmors
1316702213	锁钢甲	Chaingmail	chestarmor	31	armors,chestarmor,chestarmors
1315552229	黄金之肤	Goldskin	chestarmor	51	armors,chestarmor,chestarmors
1315731914	燃火外套	Cindercoat	chestarmor	34	armors,chestarmor,chestarmors
1317025646	莱德瑞姆之氅	Mantle of the Rydraelm	chestarmor	70	armors,chestarmor,chestarmors
1315588166	泰瑞尔之力	Tyrael's Might	chestarmor	60	armors,chestarmor,chestarmors
3520693658	恶疮马裤	Pox Faulds	pants	11	armors,pants
3520693395	恶疮马裤	Pox Faulds	pants	11	armors,pants
3520513973	汉默长裤	Hammer Jammers	pants	31	armors,pants
1891331216	汉默长裤	Hammer Jammers	pants	31	armors,pants
3520478036	沼地防水裤	Swamp Land Waders	pants	51	armors,pants
2221758816	沼地防水裤	Swamp Land Waders	pants	51	armors,pants
3520621784	斯科隆的欺诈	Skelon's Deceit	pants	70	armors,pants
3520657721	深渊挖掘裤	Depth Diggers	pants	60	armors,pants
3520657457	深渊挖掘裤	Depth Diggers	pants	60	armors,pants
2335181588	赋归肩垫	Homing Pads	shoulders	13	armors,shoulders
2335217525	死卫护肩	Death Watch Mantle	shoulders	31	armors,shoulders
2335217262	死卫护肩	Death Watch Mantle	shoulders	31	armors,shoulders
2335397210	御魔肩甲	Corruption	shoulders	70	armors,shoulders
2335253462	辟邪肩甲	Vile Ward	shoulders	60	armors,shoulders
2335253198	辟邪肩甲	Vile Ward	shoulders	60	armors,shoulders
635723798	至善之眼	See No Evil	helm	11	armors,helms,spiritstone
635687861	知识之眼	Gyana Na Kashu	helm	19	armors,helms,spiritstone
635615987	心眼	The Mind's Eye	helm	31	armors,helms,spiritstone
635651924	二郎神天眼	Erlang Shen	helm	31	armors,helms,spiritstone
635580050	牛黄石	Bezoar Stone	helm	51	armors,helms,spiritstone
635759735	风暴之眼	The Eye of the Storm	helm	51	armors,helms,spiritstone
635795672	祖科林的凝视	Tzo Krin's Gaze	helm	60	armors,helms,spiritstone
635831609	疯狂石	Madstone	helm	60	armors,helms,spiritstone
1935108657	疯狂石	Madstone	helm	60	armors,helms,spiritstone
3454805877	开叉獠牙	Split Tusk	helm	11	armors,helms,voodoomask
3454769940	羽蛇神面	Quetzalcoatl	helm	31	armors,helms,voodoomask
3454662129	狞笑死神	The Grin Reaper	helm	51	armors,helms,voodoomask
3454626192	提克兰凶相	Tiklandian Visage	helm	60	armors,helms,voodoomask
3454877751	姬月之面	Visage of Giyua	helm	60	armors,helms,voodoomask
375428350	法尊	The Swami	helm	11	armors,helms,wizardhat
375356476	黑法师的遮阳帽	Dark Mage's Shade	helm	31	armors,helms,wizardhat
375464287	风暴乌鸦	Storm Crow	helm	60	armors,helms,wizardhat
3358867478	法尊	The Swami	helm	30	armors,helms,wizardhat
2911688024	法尊	The Swami	helm	30	armors,helms,wizardhat
221630008	暗夜斗篷	Cape of the Dark Night	chestarmor	61	armors,chestarmors,cloak
221773756	远行的召唤	Beckon Sail	chestarmor	34	armors,chestarmors,cloak
221665945	加沃夫的披风	The Cloak of the Garwulf	chestarmor	51	armors,chestarmors,cloak
221665681	加沃夫的披风	The Cloak of the Garwulf	chestarmor	61	armors,chestarmors,cloak
924139183	巨人腰带	Girdle of Giants	belt	11	armors,belts,mightybelt
924211057	无可争辩的勇士	The Undisputed Champion	belt	11	armors,belts,mightybelt
1958737386	无可争辩的勇士	The Undisputed Champion	belt	11	armors,belts,mightybelt
924246994	科图尔的扣带	Kotuur's Brace	belt	31	armors,belts,mightybelt
941141319	巴库里丛林缠腰	Bakuli Jungle Wraps	belt	31	armors,belt,belts
924067309	卡修斯的骄傲	Pride of Cassius	belt	31	armors,belts,mightybelt
924031372	恐惧铸铁	Dread Iron	belt	51	armors,belts,mightybelt
1958737381	恐惧铸铁	Dread Iron	belt	61	armors,belts,mightybelt
924103246	雷神之力	Thundergod's Vigor	belt	51	armors,belts,mightybelt
924282931	永恒之力	Ageless Might	belt	60	armors,belts,mightybelt
949342869	宝藏腰带	Belt of the Trove	belt	60	armors,belt,belts
924175120	悲恸	Lamentation	belt	60	armors,belts,mightybelt
924174856	悲恸	Lamentation	belt	60	armors,belts,mightybelt
1527232824	月光护符	Moonlight Ward	amulet	11	amulet,armors
3499805506	月光护符	Moonlight Ward	amulet	11	amulet,armors
1528310934	斯奎特的项链	Squirt's Necklace	amulet	11	amulet,armors
1528454682	艾利奇之眼	Eye of Etlich	amulet	31	amulet,armors
1527448446	隆达尔的坠匣	Rondal's Locket	amulet	31	amulet,armors
1528382808	埃拉诺克护身符	Talisman of Aranoch	amulet	31	amulet,armors
1528418745	圣灯	Holy Beacon	amulet	51	amulet,armors
1527160950	时光流韵	The Flavor of Time	amulet	51	amulet,armors
1527196887	金宝的金牌	Kymbo's Gold	amulet	51	amulet,armors
1527196623	金宝的金牌	Kymbo's Gold	amulet	51	amulet,armors
1527304698	轮回之蛇	Ouroboros	amulet	60	amulet,armors
1527340635	阿兹卡兰之星	The Star of Azkaranth	amulet	60	amulet,armors
1528490619	玛拉的万花筒	Mara's Kaleidoscope	amulet	60	amulet,armors
1527268761	赛飞利安护符	Xephirian Amulet	amulet	60	amulet,armors
3107460198	纳格尔之戒	Nagelring	ring	11	armors,ring
3107459935	纳格尔之戒	Nagelring	ring	40	armors,ring
3106058655	李奥瑞克的玺戒	Leoric's Signet	ring	15	armors,ring
3108394560	马纳德的治疗	Manald Heal	ring	11	armors,ring
3106166466	被盗之戒	Stolen Ring	ring	11	armors,ring
826688813	力量指环	Band of Might	ring	11	armors,ring
3106310214	辛秘之戒	Band of Untold Secrets	ring	31	armors,ring
3106202403	破碎誓言	Broken Promises	ring	31	armors,ring
3106202140	破碎誓言	Broken Promises	ring	31	armors,ring
3106130529	机械指环	Puzzle Ring	ring	31	armors,ring
3106274277	正义灯戒	Justice Lantern	ring	51	armors,ring
826688811	正义灯戒	Justice Lantern	ring	51	armors,ring
3108466434	黄道黑曜石之戒	Obsidian Ring of the Zodiac	ring	51	armors,ring
3108466171	黄道黑曜石之戒	Obsidian Ring of the Zodiac	ring	51	armors,ring
3106238340	永恒盟约	Eternal Union	ring	51	armors,ring
3106238076	永恒盟约	Eternal Union	ring	51	armors,ring
3108358623	布尔凯索的婚戒	Bul-Kathos's Wedding Band	ring	51	armors,ring
3106022718	空灵密语之戒	Band of Hollow Whispers	ring	60	armors,ring
3106094592	克雷德之焰	Krede's Flame	ring	60	armors,ring
3108430497	骷髅扣戒	Skull Grasp	ring	60	armors,ring
417069415	骷髅扣戒	Skull Grasp	ring	60	armors,ring
3410282939	骷髅扣戒	Skull Grasp	ring	60	armors,ring
3107424261	神目指环	Oculus Ring	ring	60	armors,ring
3107423998	神目指环	Oculus Ring	ring	60	armors,ring
3107424000	神目指环	Oculus Ring	ring	60	armors,ring
3107496135	乔丹之石	Stone of Jordan	ring	60	armors,ring
3107172702	团结	Unity	ring	60	armors,ring
425752007	阿莱斯之环	Halo of Arlyse	ring	60	armors,ring
417069418	全能法戒	Convention of Elements	ring	60	armors,ring
826688809	空虚之戒	Ring of Emptiness	ring	60	armors,ring
1481522298	空虚之戒	Ring of Emptiness	ring	60	armors,ring
826688810	残影之戒	Elusive Ring	ring	60	armors,ring
2783567192	布尔凯索的庄严之誓	Bul-Kathos's Solemn Vow	1h	60	1h,weapons
2783603129	布尔凯索的勇士之血	Bul-Kathos's Warrior Blood	1h	60	1h,weapons
3141366441	达内塔之恨	Danetta's Spite	1h	60	bows,handcrossbow,weapons
3141402378	达内塔之仇	Danetta's Revenge	1h	60	bows,handcrossbow,weapons
1860848826	迦陀朵的意志	Chantodo's Will	1h	60	1h,weapons
2776928882	迦陀朵的原力之球	Chantodo's Force	source	60	offhands,source
3198236356	神龙的无情猛袭	Shenlong's Relentless Assault	1h	60	1h,weapons
3198272293	神龙的传说之拳	Shenlong's Fist of Legend	1h	60	1h,weapons
1784730527	马纳祖玛的雕骨刀	Manajuma's Carving Knife	1h	60	1h,weapons
3334500579	马纳祖玛的血祭	Manajuma's Gory Fetch	mojo	60	mojo,offhands
334449276	娜塔亚的视界	Natalya's Sight	helm	60	armors,helm,helms
3141438315	娜塔亚的杀戮	Natalya's Slayer	1h	60	bows,handcrossbow,weapons
221809693	娜塔亚的拥抱	Natalya's Embrace	chestarmor	60	armors,chestarmors,cloak
3107208639	娜塔亚的回忆	Natalya's Reflection	ring	60	armors,ring
1941287734	娜塔亚的血足	Natalya's Bloody Footprints	boots	60	armors,boots
4110193821	娜塔亚的长裤	Natalya's Leggings	pants	60	armors,pants
4088810343	娜塔亚的手感	Natalya's Touch	gloves	60	armors,gloves
334413339	不朽之王的胜利	Immortal King's Triumph	helm	60	armors,helm,helms
442912345	不朽之王的碎石锤	Immortal King's Boulder Breaker	2h	60	2h,weapons
1316810024	不朽之王的永恒统治	Immortal King's Eternal Reign	chestarmor	60	armors,chestarmor,chestarmors
924318868	不朽之王的部族绑腰	Immortal King's Tribal Binding	belt	60	armors,belts,mightybelt
575465893	不朽之王的铁拳	Immortal King's Irons	gloves	60	armors,gloves
1941323671	不朽之王的步履	Immortal King's Stride	boots	60	armors,boots
4110193822	不朽之王的威仪	Immortal King's Stature	pants	60	armors,pants
2776964819	塔·拉夏的坚定目光	Tal Rasha's Unwavering Glare	source	60	offhands,source
335311764	塔·拉夏的智慧面甲	Tal Rasha's Guise of Wisdom	helm	60	armors,helm,helms
1316845961	塔·拉夏的无情追捕	Tal Rasha's Relentless Pursuit	chestarmor	60	armors,chestarmor,chestarmors
1770928122	塔·拉夏的束带	Tal Rasha's Brace	belt	60	armors,belt,belts
1527376572	塔·拉夏的誓言	Tal Rasha's Allegiance	amulet	60	amulet,armors
4110193823	塔·拉夏的步伐	Tal Rasha's Stride	pants	60	armors,pants
4088810344	塔·拉夏的领悟	Tal Rasha's Grasp	gloves	60	armors,gloves
1097296766	尼芙尔的夸耀	Nilfur's Boast	boots	60	armors,boots
1089095217	尼芙尔的夸耀	Nilfur's Boast	boots	60	armors,boots
635867546	尹娜的光华	Inna's Radiance	helm	60	armors,helms,spiritstone
446364369	尹娜的审判	Inna's Reach	2h	60	2h,weapons
1316881898	尹娜的寰宇胸襟	Inna's Vast Expanse	chestarmor	60	armors,chestarmor,chestarmors
1770964059	尹娜的眷顾	Inna's Favor	belt	60	armors,belt,belts
3520729595	尹娜的戒律	Inna's Temperance	pants	60	armors,pants
1097296767	尹娜的风靴	Inna's Sandals	boots	60	armors,boots
4088810346	尹娜的掌控	Inna's Hold	gloves	60	armors,gloves
3454841814	祖尼玛萨之视	Zunimassa's Vision	helm	60	armors,helms,voodoomask
1316917835	祖尼玛萨之髓	Zunimassa's Marrow	chestarmor	60	armors,chestarmor,chestarmors
3334536516	祖尼玛萨的头骨串	Zunimassa's String of Skulls	mojo	60	mojo,offhands
3107244576	祖尼玛萨之疾	Zunimassa's Pox	ring	60	armors,ring
1941359608	祖尼玛萨之途	Zunimassa's Trail	boots	60	armors,boots
4088810345	祖尼玛萨之手	Zunimassa's Finger Wraps	gloves	60	armors,gloves
4110193824	祖尼玛萨之裤	Zunimassa's Cloth	pants	60	armors,pants
1528526556	黑棘的敦克雷十字章	Blackthorne's Duncraig Cross	amulet	60	amulet,armors
1941575230	黑棘的马刺靴	Blackthorne's Spurs	boots	60	armors,boots
4179637007	黑棘的战袍	Blackthorne's Surcoat	chestarmor	60	armors,chestarmor,chestarmors
1772078106	黑棘的刻痕腰带	Blackthorne's Notched Belt	belt	60	armors,belt,belts
3521735831	黑棘的决斗锁甲护腿	Blackthorne's Jousting Mail	pants	60	armors,pants
1527412509	旅者之誓	The Traveler's Pledge	amulet	60	amulet,armors
3107280513	罗盘玫瑰	The Compass Rose	ring	60	armors,ring
3107316450	千魂狱	The Wailing Host	ring	60	armors,ring
3107352387	英豪之愿	Litany of the Undaunted	ring	60	armors,ring
1318067819	博恩的霜魂	Born's Frozen Soul	chestarmor	70	armors,chestarmor,chestarmors
2335361273	博恩的殊荣	Born's Privilege	shoulders	70	armors,shoulders
1312521693	博恩的暴怒	Born's Furious Wrath	1h	70	1h,weapons
335383638	凯恩的洞察	Cain's Insight	helm	70	armors,helm,helms
3521628020	凯恩的法裤	Cain's Habit	pants	70	armors,pants
576544003	凯恩的代书手套	Cain's Scrivener	gloves	70	armors,gloves
1941431482	凯恩的旅鞋	Cain's Travelers	boots	70	armors,boots
1941503356	克里森船长的涉水靴	Captain Crimson's Waders	boots	70	armors,boots
1771970295	克里森船长的丝带	Captain Crimson's Silk Girdle	belt	70	armors,belt,belts
3521699894	克里森船长的推裤	Captain Crimson's Thrust	pants	70	armors,pants
2335433147	奥吉德的力量	Aughild's Power	shoulders	70	armors,shoulders
923398885	奥吉德的搜捕	Aughild's Search	bracers	70	armors,bracers
1318103756	奥吉德的统领	Aughild's Rule	chestarmor	70	armors,chestarmor,chestarmors
335455512	奥吉德的尖峰	Aughild's Spike	helm	70	armors,helm,helms
2336583131	艾席拉的守护	Asheara's Custodian	shoulders	70	armors,shoulders
575501830	艾席拉的护掌	Asheara's Ward	gloves	70	armors,gloves
3520765532	艾席拉的步伐	Asheara's Pace	pants	70	armors,pants
1941395545	艾席拉的战靴	Asheara's Finders	boots	70	armors,boots
924261373	守护者的格挡	Guardian's Aversion	bracers	70	armors,bracers
1772006232	守护者的剑套	Guardian's Case	belt	70	armors,belt,belts
335491449	守护者的凝视	Guardian's Gaze	helm	70	armors,helm,helms
1318139693	恶魔之髓	Demon's Marrow	chestarmor	70	armors,chestarmor,chestarmors
1772042169	恶魔之缚	Demon's Restraint	belt	70	armors,belt,belts
3521771768	恶魔之甲	Demon's Plate	pants	70	armors,pants
2335469084	恶魔之翅	Demon's Aileron	shoulders	70	armors,shoulders
924297310	恶魔之恨	Demon's Animus	bracers	70	armors,bracers
576615877	贤者之手	Sage's Purchase	gloves	70	armors,gloves
1941539293	贤者之途	Sage's Passage	boots	70	armors,boots
335527386	贤者之巅	Sage's Apogee	helm	70	armors,helm,helms
162426761	神圣壁障	Hallowed Barricade	shield	70	offhands,shield
2783746877	神圣惩戒	Hallowed Nemesis	1h	70	1h,weapons
1861064448	神圣节杖	Hallowed Baton	1h	70	1h,weapons
1785628952	神圣献祭	Hallowed Sufferance	1h	70	1h,weapons
3142732047	神圣裁决	Hallowed Condemnation	1h	70	bows,handcrossbow,weapons
3198416041	神圣之握	Hallowed Hold	1h	70	1h,weapons
786248551	神圣裂斧	Hallowed Breach	1h	70	1h,axe,axe1h,weapons
3321154079	飞剪	The Clipper	1h	17	1h,weapons
3456694308	赫拉迪姆汉堡	The Horadric Hamburger	1h	32	1h,weapons
1311084213	格里斯沃尔德的破损之锋	Griswold's Worn Edge	1h	3	1h,weapons
1312234197	拉卡尼休之刃	Rakanishu's Blade	1h	19	1h,weapons
1313456055	虹光	Spectrum	1h	32	1h,weapons
3266690394	碎裂船桨	Splintered Oar	2h	51	2h,weapons
2400841116	怀特原来的腿	Wirt's Original Leg	1h	22	1h,weapons
1528346871	鱼人坠匣	The Murlocket	amulet	47	amulet,armors
1918956665	急速君王剑	King's Sword of Haste	1h	10	1h,weapons
863594611	巨鲸之神圣铠甲	Godly Plate of the Whale	chestarmor	10	armors,chestarmor,chestarmors
2334824326	大天使的天启之杖	Archangel's Staff of the Apocalypse	2h	10	2h,weapons
2627338352	屠夫的剁肉刀	The Butcher's Cleaver	1h	10	1h,axe,axe1h,weapons
2709069634	格里斯沃尔德的锐利	Griswold's Edge	1h	10	1h,weapons
863594612	阿凯尼的荣耀	Arkaine's Valor	chestarmor	10	armors,chestarmor,chestarmors
8361880	谐角之冠	Harlequin Crest	helm	10	armors,helm,helms
8361881	不死王冠	The Undead Crown	helm	10	armors,helm,helms
8361882	钢铁面纱	Veil of Steel	helm	10	armors,helm,helms
3130714842	明眼护符	Optic Amulet	amulet	10	amulet,armors
1933089186	碧空之戒	Empyrean Band	ring	10	armors,ring
1933089187	实相之戒	Ring of Truth	ring	10	armors,ring
3748993045	猩红灵魂碎片	Red Soul Shard	helm	10	armors,helm,helms
2492975421	怀特的腿	Wirt's Leg	1h	1	1h,weapons
3360037913	家妮的锋芒	Karlei's Point	1h	70	1h,weapons
3360073850	格林斯通刀王的匕扇	Lord Greenstone's Fan	1h	70	1h,weapons
1714382	格林斯通刀王的匕扇	Lord Greenstone's Fan	1h	70	1h,weapons
3360109787	嫉妒之刃	Envious Blade	1h	15	1h,weapons
3360145724	银桩刀	Eun-jang-do	1h	70	1h,weapons
1350219606	雷霆之怒，逐风者的祝福之刃	Thunderfury, Blessed Blade of the Windseeker	1h	34	1h,weapons
1350255543	王者之剑	Exarian	1h	34	1h,weapons
1350291480	希拉丽雅的礼物	Gift of Silaria	1h	34	1h,weapons
1350327417	怒雷	Fulminator	1h	34	1h,weapons
935449203	怒雷	Fulminator	1h	34	1h,weapons
1350363354	弑神者	God Butcher	1h	1	1h,weapons
1350399291	食尸鬼王之刃	Ghoul King's Blade	1h	1	1h,weapons
