SNO	Code	Name	Description
318378	ItemPassive_Unique_Ring_516_x1		当你受到致命伤害时，你会恢复生命值上限和能量的100%。该物品同时会被摧毁。
318379	ItemPassive_Unique_Ring_517_x1		元素箭现在可生成 {c_magic}{VALUE1}{/c_magic} 点憎恨值。
318380	ItemPassive_Unique_Ring_518_x1		影轮翻消耗 8 点憎恨值，而非戒律值。
318381	ItemPassive_Unique_Ring_519_x1		阻挡所有奥术伤害，并为你恢复相当于阻挡伤害 {c_magic}[{VALUE1}*100]%{/c_magic} 的生命值。
318382	ItemPassive_Unique_Ring_520_x1		击中时有一定几率召唤出一群凶残的奶牛。
318383	ItemPassive_Unique_Ring_521_x1		圣坛效果持续10分钟。
318384	ItemPassive_Unique_Ring_522_x1		攻击有一定几率射出一个鬼影生物，造成伤害和击退效果。
318385	ItemPassive_Unique_Ring_523_x1		在你消灭2个精英敌人之后，召唤一支鬼娃大军。
318386	ItemPassive_Unique_Ring_524_x1		当装备近战武器时，你的伤害提高 [{VALUE1}*100]%。
318410	ItemPassive_Unique_Ring_525_x1		你消灭的敌人有额外 {c_magic}[{VALUE1}*100]%{/c_magic} 的几率掉落一颗生命球。
318411	ItemPassive_Unique_Ring_526_x1		宠物造成的伤害提高 {c_magic}[{VALUE1}*100]%{/c_magic}。
318412	ItemPassive_Unique_Ring_527_x1	斯塔加德的屠戮者	你的近战攻击会朝一名附近的敌人掷出一柄穿刺战斧，造成 {c_magic}[{VALUE1}*100]%{/c_magic} 的武器伤害（作为物理伤害）。
318417	ItemPassive_Unique_Ring_528_x1		使裂地斩的怒气消耗降低 {c_magic}[{VALUE1}*100]%{/c_magic}。
318418	ItemPassive_Unique_Ring_529_x1		跳斩落地时产生地震效果。此外，跳斩获得泰山压顶符文效果，符文效果和持续时间提高 [{VALUE1}*100]%。
318419	ItemPassive_Unique_Ring_530_x1		使无视苦痛的持续时间延长 {c_magic}{VALUE1}{/c_magic}。
318420	ItemPassive_Unique_Ring_531_x1		当受到致命伤害时，你会自动施放烟雾弹，并恢复至25%的生命值。该效果每 {VALUE1} 秒只能生效一次。
318421	ItemPassive_Unique_Ring_532_x1		当你被击中时自动丢出铁蒺藜。该效果每6秒只能生效一次。
318423	ItemPassive_Unique_Ring_533_x1		扫射获得暗影游移符文的效果。
318426	ItemPassive_Unique_Ring_534_x1	知识之眼	神龙摆尾释放出一发穿刺火球，对击中点附近 10 码内的敌人造成 {c_magic}[{VALUE1}*100]%{/c} 的武器伤害（作为火焰伤害）。
318427	ItemPassive_Unique_Ring_535_x1		使冲心拳的打击范围翻倍。
318428	ItemPassive_Unique_Ring_536_x1		使用眩目闪恢复 {c_magic}{VALUE1}{/c_magic} 点内力。
318430	ItemPassive_Unique_Ring_537_x1		风雷冲获得顺风而行符文的效果。
318431	ItemPassive_Unique_Ring_538_x1		使回天息的冷却时间缩短 {c_magic}[{VALUE1}*100]%{/c_magic}。
318432	ItemPassive_Unique_Ring_539_x1		当疾风击击中 {c_magic}{VALUE1}{/c_magic} 码之外的敌人时，会返还使用次数。
318433	ItemPassive_Unique_Ring_540_x1		爆裂掌的死亡爆破伤害提高 {c_magic}[{VALUE1}*100]%{/c_magic}。
318434	ItemPassive_Unique_Ring_541_x1		你的内力生成技能生成的内力提高 {c_magic}[{VALUE1}*100]%{/c_magic}。
318435	ItemPassive_Unique_Ring_542_x1	惩戒真言	同时获得全部 4 种真言的基本效果。
318436	ItemPassive_Unique_Ring_543_x1		<NYI>
318715	ItemPassive_Unique_Ring_544_x1		抵挡所有冰霜伤害，并为你自己恢复相当于抵挡伤害 {c_magic}[{VALUE1}*100]%{/c_magic} 的生命值。
318716	ItemPassive_Unique_Ring_545_x1		抵挡所有火焰伤害，并为你自己恢复相当于抵挡伤害 {c_magic}[{VALUE1}*100]%{/c_magic} 的生命值。
318717	ItemPassive_Unique_Ring_546_x1		抵挡所有神圣伤害，并为你自己恢复相当于抵挡伤害 {c_magic}[{VALUE1}*100]%{/c_magic} 的生命值。
318718	ItemPassive_Unique_Ring_547_x1		抵挡所有闪电伤害，并为你自己恢复相当于抵挡伤害 {c_magic}[{VALUE1}*100]%{/c_magic} 的生命值。
318719	ItemPassive_Unique_Ring_548_x1		抵挡所有毒性伤害，并为你自己恢复相当于抵挡伤害 {c_magic}[{VALUE1}*100]%{/c_magic} 的生命值。
318720	ItemPassive_Unique_Ring_549_x1		僵尸犬被召唤时，可使附近的敌人昏迷1.5秒。
318721	ItemPassive_Unique_Ring_550_x1		你受到的 {c_magic}[{VALUE1}*100]%{/c_magic} 的伤害会转移到你的僵尸犬身上。
318722	ItemPassive_Unique_Ring_551_x1		灵魂行走持续到你发起攻击或在你附近30码内出现敌人为止。
318724	ItemPassive_Unique_Ring_552_x1		每当你的鬼娃造成伤害时，即可使你的鬼娃大军和巫毒狂舞的冷却时间缩短1秒。
318730	ItemPassive_Unique_Ring_553_x1		生命球有X%的几率使你获得能力强化。
318731	ItemPassive_Unique_Ring_554_x1		使你宠物的攻击速度提高 {c_magic}[{VALUE1}*100]%{/c_magic}。
318732	ItemPassive_Unique_Ring_555_x1		尸蛛击中后会放出蜘蛛网，使敌人减速  {c_magic}[{VALUE1}*100]%{/c_magic}。
318733	ItemPassive_Unique_Ring_556_x1		传送获得虫洞符文的效果。
318734	ItemPassive_Unique_Ring_557_x1		魔法飞弹发射出额外 {c_magic}{VALUE1}{/c_magic} 发飞弹。
318740	ItemPassive_Unique_Ring_558_x1		使你电刑弹跳击中的敌人数量翻倍。
318741	ItemPassive_Unique_Ring_559_x1		免疫冰冻和定身效果。
434008	ItemPassive_Unique_Ring_560_p2		击中时有一定几率生成混乱力场，使敌人被致盲并减速，持续 {c_magic}{VALUE1}{/c_magic} 秒。
318742	ItemPassive_Unique_Ring_560_x1		击中时有一定几率生成混乱力场，使敌人被致盲并减速，持续 {c_magic}{VALUE1}{/c_magic} 秒。
318743	ItemPassive_Unique_Ring_561_x1	闪电新星	当你的奥能低于30%时，你会释放出闪电新星，每秒造成 {c_magic}[{VALUE1}*100]%{/c_magic} 的武器伤害（作为闪电伤害）。
318744	ItemPassive_Unique_Ring_562_x1		当你首次击中敌人时，使其昏迷 2 秒。
318745	ItemPassive_Unique_Ring_563_x1		使敌人陷入昏迷后，你造成的伤害提高。
318746	ItemPassive_Unique_Ring_564_x1		在成功格挡一次攻击后，你造成的伤害提高15%，持续3秒。
318747	ItemPassive_Unique_Ring_565_x1		你从被格挡的攻击中受到的伤害降低 {c_magic}[{VALUE1}*100]%{/c_magic}。
318748	ItemPassive_Unique_Ring_566_x1		暴击有一定几率提高攻击速度和移动速度。
318749	ItemPassive_Unique_Ring_567_x1		当你或你的宠物被击中时，有一定几率使敌人陷入混乱，持续 {c_magic}{VALUE1}{/c_magic} 秒。
318750	ItemPassive_Unique_Ring_568_x1		敌人的飞弹有时会毫发无伤地穿过你。
318751	ItemPassive_Unique_Ring_569_x1	柯克吉的不屈精神	对敌人造成伤害时有一定几率使你的技能不消耗内力，持续 {c_magic}{VALUE1}{/c_magic} 秒。
318752	ItemPassive_Unique_Ring_570_x1		对被减速或昏迷目标造成的伤害提高15% 。
318753	ItemPassive_Unique_Ring_571_x1		对精英敌人造成的伤害提高 {c_magic}[{VALUE1}*100]%{/c_magic}。
318754	ItemPassive_Unique_Ring_572_x1		消灭敌人时有一定几率使造成的伤害提高4%，持续5秒，最多可叠加5次。
318755	ItemPassive_Unique_Ring_573_x1		使控制类限制效果的持续时间缩短75% 。
318756	ItemPassive_Unique_Ring_574_x1		当你成功格挡一次攻击时，格挡下两次攻击的几率为100% 。
318757	ItemPassive_Unique_Ring_575_x1		当你消灭一名亡灵敌人时，为你恢复你损失生命值的 {c_magic}[{VALUE1}*100]%{/c_magic}。
318758	ItemPassive_Unique_Ring_576_x1		每当你射出一发剧毒飞镖时，离你最近的 5 个鬼娃也会射出一发毒镖。
318759	ItemPassive_Unique_Ring_577_x1		击中时有一定几率将敌人拉到你的目标身边，并使其减速 {c_magic}[{VALUE1}*100]%{/c_magic}。
318760	ItemPassive_Unique_Ring_578_x1		先祖召唤持续到他们死亡为止。
318761	ItemPassive_Unique_Ring_579_x1		你可以在敌人当中不受阻碍地移动。
318762	ItemPassive_Unique_Ring_580_x1		你在一次攻击中每消耗 {VALUE1} 点怒气即可使地震、山崩地裂、跳斩、大地践踏的冷却时间缩短 1 秒。
318763	ItemPassive_Unique_Ring_581_x1	雷霆之怒，逐风者的祝福之刃	击中时有一定几率用闪电冲击敌人，造成 {c_magic}[{VALUE1}*100]%{/c_magic} 的武器伤害（作为闪电伤害），然后弹跳到附近的敌人身上。每个被命中的敌人攻击和移动速度降低 30% ，持续 3 秒。最多可弹跳到 5 个目标身上。
318764	ItemPassive_Unique_Ring_582_x1		使闪电元素效果弹跳的敌人数量翻倍。
318765	ItemPassive_Unique_Ring_583_x1		使毒性元素效果造成的伤害翻倍。
318766	ItemPassive_Unique_Ring_584_x1		使奥术元素效果魅惑敌人的几率翻倍。
318767	ItemPassive_Unique_Ring_585_x1		使神圣元素效果的治疗量翻倍。
318768	ItemPassive_Unique_Ring_586_x1	骨疽	被你的主要技能，酸蚀之云、火蝠、僵尸死士、僵尸犬、僵尸巨兽、亡者之握、食人鱼、或亡者之墙命中的敌人受到骨疽的影响，移动速度降低，每秒受到 [{VALUE1}*100]% 的武器伤害，并且从你的攻击中受到的伤害提高 20% ，持续 10 秒。
318769	ItemPassive_Unique_Ring_587_x1	团结	受到的所有伤害由该物品的佩戴者分担。
318770	ItemPassive_Unique_Ring_588_x1		25码内每个陷入昏迷的敌人，都会使你受到的伤害降低 {c_magic}[{VALUE1}*100]%{/c_magic}。
318771	ItemPassive_Unique_Ring_589_x1		每当你摧毁一个可破坏物时，你就会获得短时间的速度提升。
318772	ItemPassive_Unique_Ring_590_x1		被击退的敌人受到的伤害提高 {c_magic}[{VALUE1}*100]%{/c_magic}，持续6秒。
318773	ItemPassive_Unique_Ring_591_x1		威吓呐喊有一定几率魅惑敌人，并使其为你战斗。
318774	ItemPassive_Unique_Ring_592_x1		惧灵会恐惧并定身你周围的敌人，持续 {c_magic}{VALUE1}{/c_magic} 秒。
318775	ItemPassive_Unique_Ring_593_x1		电刑可跳到已经被击中的敌人身上。
318776	ItemPassive_Unique_Ring_594_x1		使金钟破的内力消耗降低 {c_magic}[{VALUE1} * 100]%{c_magic}。
318777	ItemPassive_Unique_Ring_595_x1		当你的镜像被敌人消灭时，有一定几率复制出更多镜像。
318778	ItemPassive_Unique_Ring_596_x1		你的鬼娃大军会持续到死亡为止，且冷却时间缩短 80% 。
434006	ItemPassive_Unique_Ring_597_p2		当生命值低于 {c_magic}[{VALUE1}*100]%{/c_magic} 时，所有攻击必定暴击，持续4秒。
318779	ItemPassive_Unique_Ring_597_x1		当生命值低于 {c_magic}[{VALUE1}*100]%{/c_magic} 时，所有攻击必定暴击。
318780	ItemPassive_Unique_Ring_598_x1		你的荆棘伤害现在会击中 15 码范围内的所有敌人。
318781	ItemPassive_Unique_Ring_599_x1		NYI
318782	ItemPassive_Unique_Ring_600_x1		当你使一名敌人陷入昏迷时，召唤暗影分身为你作战。该效果每 {VALUE1} 秒只能生效一次。
318783	ItemPassive_Unique_Ring_601_x1		NYI
318784	ItemPassive_Unique_Ring_602_x1		你的尖刺陷阱将把敌人吸引至其跟前。敌人每 {c_magic}{VALUE1}{/c_magic} 秒可能会被嘲讽一次。
318785	ItemPassive_Unique_Ring_603_x1		NYI
318786	ItemPassive_Unique_Ring_604_x1		冰霜多头蛇现在会周期性地施放出冰霜新星。
318787	ItemPassive_Unique_Ring_605_x1		奥术洪流立即在地面布满地雷。
318788	ItemPassive_Unique_Ring_606_x1		当你低于35%生命时自动施放钻石体肤。该效果每 {c_magic}{VALUE1}{/c_magic} 秒只能生效一次。
318789	ItemPassive_Unique_Ring_607_x1		施放聚能爆破后将触发3次额外的爆炸。
318790	ItemPassive_Unique_Ring_608_x1		使所有火焰技能的能量消耗降低 {c_magic}[{VALUE1}*100]%{/c_magic}。
318791	ItemPassive_Unique_Ring_609_x1		次级敌人现在将被吸到你的陨石术的轰击区域。
318792	ItemPassive_Unique_Ring_610_x1		能量气旋现在沿着直线前进。
318793	ItemPassive_Unique_Ring_611_x1	冰霜新星	被冰霜伤害消灭的敌人有 {c_magic}[{VALUE1}*100]%{/c_magic} 的几率释放一次冰霜新星。
441681	ItemPassive_Unique_Ring_612_p3	怒雷	闪电伤害有一定几率将敌人变成引雷针，使他们在 6 秒内每秒对周围的敌人造成 {c_magic}[{VALUE1}*100]%{/c_magic} 的武器伤害（作为闪电伤害）。
318794	ItemPassive_Unique_Ring_612_x1	怒雷	闪电伤害有一定几率将敌人变成引雷针，使他们在6秒内每秒对周围的敌人造成 {c_magic}[{VALUE1}*100]%{/c_magic} 武器伤害（作为闪电伤害）。
318795	ItemPassive_Unique_Ring_613_x1		被黑洞伤害的敌人其速度降低 {c_magic}[{VALUE1}*100]%{/c_magic}，持续3秒。
318796	ItemPassive_Unique_Ring_614_x1		瘟疫虫群与蚀魂造成伤害的持续时间减半。
318797	ItemPassive_Unique_Ring_615_x1		治疗之井恢复所有能量并且使所有冷却时间缩短 {c_magic}{VALUE1}{/c_magic} 秒。
318798	ItemPassive_Unique_Ring_616_x1		在获得存活奖励后，会快速回满生命值。
318799	ItemPassive_Unique_Ring_617_x1		当获得一次大歼灭奖励后，金币会如雨般的从天倾降。
318800	ItemPassive_Unique_Ring_618_x1		瘟疫虫群同时使敌人减速 {c_magic}[{VALUE1}*100]%{/c_magic}。
318801	ItemPassive_Unique_Ring_619_x1		受到伤害不会再打断你施放城镇传送门。当施放城镇传送门时，你会获得一个防护气泡，使受到的伤害降低 {c_magic}[{VALUE1}*100]%{/c_magic}。
318802	ItemPassive_Unique_Ring_620_x1		流星索现在会立即爆炸。
318803	ItemPassive_Unique_Ring_621_x1		刀扇获得刃扇符文的效果。
318804	ItemPassive_Unique_Ring_622_x1		你可以拥有额外2个箭塔。
318805	ItemPassive_Unique_Ring_623_x1		追踪箭的穿透几率提高 {c_magic}[{VALUE1}*100]%{/c_magic}。
318806	ItemPassive_Unique_Ring_624_x1		召唤僵尸犬现在会召唤出一只巨犬，造成的伤害和生命值比所有其它僵尸犬加起来还要高。
318807	ItemPassive_Unique_Ring_625_x1		上古之矛现在会把你拉到命中的第一个敌人身边。该效果取代拖拽敌人的符文效果。
318808	ItemPassive_Unique_Ring_626_x1		亡者之握获得天降尸雨符文的效果。
318809	ItemPassive_Unique_Ring_627_x1		周期性地获得一道护盾，吸收并反弹远程攻击。
318810	ItemPassive_Unique_Ring_628_x1		跳斩可在 2 秒内最多施放三次，然后才触发冷却时间。
318811	ItemPassive_Unique_Ring_629_x1		金钟破现在可对你的敌人施放。
318812	ItemPassive_Unique_Ring_630_x1		蟾蜍之疫现在会追踪敌人，并爆炸两次。
318813	ItemPassive_Unique_Ring_631_x1		影轮翻获得霹雳翻滚符文的效果。
318814	ItemPassive_Unique_Ring_632_x1		当你生命值低于20%时，使你回满生命值和能量。
318815	ItemPassive_Unique_Ring_633_x1		生命药水的 {c_magic}[{VALUE1}*100]%{/c_magic} 效果同样作用于同伴身上。
318816	ItemPassive_Unique_Ring_634_x1		成功格挡一次攻击有一定几率冰冻攻击者 {c_magic}[{VALUE1}|1|]{/c_magic} 秒。
318817	ItemPassive_Unique_Ring_635_x1		移动时你的能量生成速度和造成的伤害提高25%，静止不动时降低 {c_magic}[{VALUE1}*100]%{/c_magic} 。
318818	ItemPassive_Unique_Ring_636_x1		生命球恢复你主要能量的 {c_magic}[{VALUE1}*100]%{/c_magic}。
318819	ItemPassive_Unique_Ring_637_x1		该世界地图始终显现。
318820	ItemPassive_Unique_Ring_638_x1		点击圣坛和水晶塔会出现一名敌人勇士。
318821	ItemPassive_Unique_Ring_639_x1		使用战吼可使你和所有受影响同伴的移动速度提高 {c_magic}[{VALUE1}*100]%{/c_magic}，持续10秒。
318822	ItemPassive_Unique_Ring_640_x1		完成一次事件可获得特殊奖励。
318823	ItemPassive_Unique_Ring_641_x1		被击中时有一定几率召唤出一座防护水晶塔。
318824	ItemPassive_Unique_Ring_642_x1		金轮阵使每秒恢复的内力提高 {c_magic}{VALUE1}{/c_magic} 点。
434004	ItemPassive_Unique_Ring_643_p2		格挡有一定几率召唤出一只冲锋的战狼，对它沿途遇到的所有敌人造成 {c_magic}[{VALUE1}*100]%{/c_magic} 的武器伤害。
318825	ItemPassive_Unique_Ring_643_x1		格挡有一定几率召唤出一只冲锋的战狼，对它沿途遇到的所有敌人造成 {c_magic}[{VALUE1}*100]%{/c_magic} 的武器伤害。
318826	ItemPassive_Unique_Ring_644_x1	碎魂	每当你消灭一名敌人时，敌人的尸体会爆炸，对 20 码内的所有敌人造成相当于你消灭回复生命 {c_magic}[{VALUE1}*100]%{/c_magic} 的伤害。你从每次消灭中不再获得生命值。
318827	ItemPassive_Unique_Ring_645_x1	死神赌注	获得一道死亡光环，对 16 码内的敌人造成相当于你每秒回复生命 {c_magic}[{VALUE1}*100]%{/c_magic} 的伤害。你不再回复生命值。
318828	ItemPassive_Unique_Ring_646_x1		击中有 {c_magic}[{VALUE1}*100]%{/c_magic} 的几率召唤出尖刺陷阱、铁蒺藜或箭塔。
318829	ItemPassive_Unique_Ring_647_x1		格挡攻击为你和同伴恢复相当于格挡伤害量 {c_magic}[{VALUE1}*100]%{/c_magic} 的生命值。
434022	ItemPassive_Unique_Ring_648_p2		在恐惧持续期间被消灭的敌人会血腥爆炸，造成800%武器伤害并使附近的敌人因恐惧而逃跑。
318830	ItemPassive_Unique_Ring_648_x1		在恐惧持续期间被消灭的敌人会血腥爆炸，使附近其他敌人因恐惧而逃跑。
318831	ItemPassive_Unique_Ring_649_x1		使七相拳的冷却时间缩短 {c_magic}[{VALUE1}*100]%{/c_magic}。
318832	ItemPassive_Unique_Ring_650_x1		每个激活的箭塔使你的主要技能、元素箭、飞轮刃、暗影飞刀、多重射击、集束箭、战宠以及复仇所造成的伤害提高 [{VALUE1}*100]% 。
434039	ItemPassive_Unique_Ring_651_p2	蚀魂	每当你打开一个箱子时，你就会对附近所有敌人施放蚀魂。
318833	ItemPassive_Unique_Ring_651_x1	蚀魂	每当你打开一个箱子时，你就会对附近的5名敌人施放蚀魂。
318834	ItemPassive_Unique_Ring_652_x1		每一名受到持续性伤害技能影响的敌人都会使你获得每秒恢复生命值上限 1% 的效果。
318835	ItemPassive_Unique_Ring_653_x1		装备在追随者身上：你的追随者不会死。
318849	ItemPassive_Unique_Ring_654_x1		击退会将敌人击飞。
318850	ItemPassive_Unique_Ring_655_x1		移除祝福之盾的能量消耗。
318851	ItemPassive_Unique_Ring_656_x1		使祝福之锤的体积增大。
318852	ItemPassive_Unique_Ring_657_x1		链击现在会跳到额外3个敌人身上。
318853	ItemPassive_Unique_Ring_658_x1		使天堂之怒的冷却时间缩短 {c_magic}[{VALUE1}*100]%{/c_magic}。
318854	ItemPassive_Unique_Ring_659_x1		死亡印记使所有导弹锁定该敌人。
318855	ItemPassive_Unique_Ring_660_x1		冰霜射线现在会穿透敌人。
318856	ItemPassive_Unique_Ring_661_x1		你的每秒回复生命效果会变为一道光环，影响附近的所有同伴。
318857	ItemPassive_Unique_Ring_662_x1		被亡灵敌人击中时有 {c_magic}[{VALUE1}*100]%{/c_magic} 的几率魅惑该敌人2秒。
318858	ItemPassive_Unique_Ring_663_x1		你的物品变为不可摧毁。
434007	ItemPassive_Unique_Ring_664_p2		当精英怪群第一次对你造成伤害时，你获得一道伤害吸收护盾，可吸收你最大生命值 {c_magic}[{VALUE1}*100]%{/c_magic} 的伤害，持续10秒。
318860	ItemPassive_Unique_Ring_664_x1		当12码内有5名以上的敌人时，你获得一道伤害吸收护盾，可吸收你最大生命值的 {c_magic}[{VALUE1}*100]%{/c_magic}，持续6秒。该效果每30秒只能生效一次。
318861	ItemPassive_Unique_Ring_665_x1		基于你损失的生命值来提高你的每秒回复生命，最多可提高 {c_magic}[{VALUE1}*100]%{/c_magic}。
318862	ItemPassive_Unique_Ring_666_x1		当敌人被神圣伤害消灭后，你有一定几率对同伴施放金轮阵。
318863	ItemPassive_Unique_Ring_667_x1		当你消灭一个堕落者时，有 {c_magic}[{VALUE1}*100]%{/c_magic} 的几率魅惑附近所有其它堕落者。
318864	ItemPassive_Unique_Ring_668_x1		击中有 20% 的几率立即对被冰冻的敌人造成 {c_magic}[{VALUE1}*100]%{/c_magic} 的武器伤害（作为冰霜伤害）。
318865	ItemPassive_Unique_Ring_669_x1		受到火焰伤害可恢复你的主要能量。
434036	ItemPassive_Unique_Ring_670_p2		闪电伤害有 {c_magic}[{VALUE1}*100]%{/c_magic} 的几率使敌人昏迷1.5秒。
318866	ItemPassive_Unique_Ring_670_x1		闪电伤害有 {c_magic}[{VALUE1}*100]%{/c_magic} 的几率使敌人昏迷1.5秒。
318867	ItemPassive_Unique_Ring_671_x1		使昏迷效果的持续时间延长 {c_magic}[{VALUE1}*100]%{/c_magic}。
318868	ItemPassive_Unique_Ring_672_x1		消灭恶魔有一定几率获得一个随机圣坛效果。
318869	ItemPassive_Unique_Ring_673_x1		每次攻击附加你荆棘伤害的 {c_magic}[{VALUE1}*100]%{/c_magic}。
318870	ItemPassive_Unique_Ring_674_x1		在恐惧一名敌人后，移动速度提高 {c_magic}[{VALUE1}*100]%{/c_magic}，持续4秒。
318871	ItemPassive_Unique_Ring_675_x1		当你致盲一名敌人时，有 {c_magic}[{VALUE1}*100]%{/c_magic} 的几率生成一个奈非天之耀的能量球。
318872	ItemPassive_Unique_Ring_676_x1		击退使敌人的移动速度降低。
318873	ItemPassive_Unique_Ring_677_x1		暴击有 {c_magic}[{VALUE1}*100]%{/c_magic} 的几率生成一个生命球。
318874	ItemPassive_Unique_Ring_678_x1		你的远程攻击投射物移动得更快了。
318875	ItemPassive_Unique_Ring_679_x1		拾取金币时：在5秒内获得额外的护甲值，相当于拾取的金币总量。
318876	ItemPassive_Unique_Ring_680_x1		暗影之力获得每个符文的效果，并且永久持续。
434012	ItemPassive_Unique_Ring_681_p2		
318877	ItemPassive_Unique_Ring_681_x1		基于你损失的生命值，最多提高 {c_magic}[{VALUE1}*100]%{/c_magic} 的移动速度。
318878	ItemPassive_Unique_Ring_682_x1		偶尔会嘲讽附近的恶魔，迫使它们无脑地攻击你。
318879	ItemPassive_Unique_Ring_683_x1		每隔 {c_magic}{VALUE1}{/c_magic} 秒击退附近的敌人一次。
318880	ItemPassive_Unique_Ring_684_x1		荆棘现在造成火焰伤害。
318881	ItemPassive_Unique_Ring_685_x1		打开箱子可使伤害提高 {c_magic}[{VALUE1}*100]%{/c_magic}，持续10秒。
318882	ItemPassive_Unique_Ring_686_x1	追踪导弹	成功躲闪或被远程攻击命中时，会朝攻击者自动射出一发追踪导弹，造成 {c_magic}[{VALUE1}*100]%{/c_magic} 的武器伤害（作为物理伤害）。
318883	ItemPassive_Unique_Ring_687_x1		祝福之盾会弹射到额外 {c_magic}{VALUE1}{/c_magic}名敌人身上。
318884	ItemPassive_Unique_Ring_688_x1		盾闪现在会击中你身边的所有敌人。
318885	ItemPassive_Unique_Ring_689_x1		使盾牌猛击消耗的愤怒值降低 {c_magic}[{VALUE1} * 100]%{/c_magic}。
318886	ItemPassive_Unique_Ring_690_x1		受到挑衅影响的敌人，从荆棘中受到的伤害翻倍。
318887	ItemPassive_Unique_Ring_691_x1		钢铁之肤同时使你的格挡量提高 {c_magic}[{VALUE1}*100]%{/c_magic}。
318888	ItemPassive_Unique_Ring_692_x1		每次成功格挡都有 {c_magic}[{VALUE1}*100]%{/c_magic} 的几率使所有冷却时间缩短1秒。
318889	ItemPassive_Unique_Ring_693_x1		盾牌猛击不再使你朝敌人冲锋。
318890	ItemPassive_Unique_Ring_694_x1		基于你当前的愤怒值，格挡时你有 {c_magic}[{VALUE1}*100]%{/c_magic} 的几率使攻击者昏迷1.5秒。
318891	ItemPassive_Unique_Ring_695_x1		使用双手武器时，造成的伤害提高10% 。
318892	ItemPassive_Unique_Ring_696_x1		链击现在会对附近的第二个敌人施放。
318893	ItemPassive_Unique_Ring_697_x1		天堂之拳有 {c_magic}[{VALUE1}*100]%{/c_magic} 的几率同时在你的位置施放。
318894	ItemPassive_Unique_Ring_698_x1		奉献同时会施放在你所有同伴脚下。
318895	ItemPassive_Unique_Ring_699_x1		祝福之锤获得统御之锤符文的效果。
359537	ItemPassive_Unique_Ring_700_x1		使战马冲锋的持续时间翻倍。
359538	ItemPassive_Unique_Ring_701_x1		施放正义使你的移动速度提高 {c_magic}[{VALUE1}*100]%{/c_magic}，持续2秒。
359539	ItemPassive_Unique_Ring_702_x1		移除祝福之盾的能量消耗。
359540	ItemPassive_Unique_Ring_703_x1		两个被天谴的敌人同时会触发天谴爆炸。
359545	ItemPassive_Unique_Ring_704_x1		在阿卡拉特勇士持续期间被消灭的敌人会被转化为斗阵化身，持续10秒。
359546	ItemPassive_Unique_Ring_705_x1		横扫每击中一名敌人会恢复 {c_magic}{VALUE1}{/c_magic} 点愤怒值。
359550	ItemPassive_Unique_Ring_706_x1		每隔60秒，获得一种随机律法，持续60秒。
359552	ItemPassive_Unique_Ring_707_x1		获得额外2道天堂之怒的光束。
359553	ItemPassive_Unique_Ring_708_x1		轰击的数量翻倍。
359554	ItemPassive_Unique_Ring_709_x1		复仇之雨还会召唤一只撞击野兽，造成 {c_magic}[{VALUE1}*100]%{/c} 武器伤害。
359555	ItemPassive_Unique_Ring_710_x1		对敌人造成奥术、冰霜、火焰或闪电伤害时，会使一枚相同伤害类型的陨石从天而降。每种伤害类型有8秒的冷却时间。
359556	ItemPassive_Unique_Ring_711_x1		你免疫亵渎者、熔火和染疫怪物的地面效果。
359557	ItemPassive_Unique_Ring_712_x1		拾取金币可获得经验值。
359558	ItemPassive_Unique_Ring_713_x1		攻击会使你的追随者不时地来协助你。
359559	ItemPassive_Unique_Ring_714_x1		有一定几率触发恶魔法术。
359560	ItemPassive_Unique_Ring_715_x1		掉落的死亡之息数量增加 1 个。
359561	ItemPassive_Unique_Ring_716_x1		施放战宠技能将会召唤所有战宠到你身边。
359562	ItemPassive_Unique_Ring_717_x1		当你施放元素箭、飞轮刃、暗影飞刀、多重射击或集束箭时，箭塔也会同步施放并且造成的伤害提高 [{VALUE1}*100]%。
359563	ItemPassive_Unique_Ring_718_x1		狂暴冲撞获得每个符文的效果，并且造成的伤害提高 [{VALUE1}*100]%。
359564	ItemPassive_Unique_Ring_719_x1		狂暴冲撞获得无情突袭符文的效果。
359565	ItemPassive_Unique_Ring_720_x1		狂暴冲撞获得持久战力符文的效果。
359566	ItemPassive_Unique_Ring_721_x1		狂暴冲撞获得公牛冲锋符文的效果。
359567	ItemPassive_Unique_Ring_722_x1		狂暴冲撞获得势不可挡符文的效果。
359568	ItemPassive_Unique_Ring_723_x1		当装备降魔杖时，所有伤害提高20% 。
425390	ItemPassive_Unique_Ring_724_SpawnDecoy_x1	孙武空的分身	
359569	ItemPassive_Unique_Ring_724_x1	孙武空的分身	施放飓风破、爆裂掌、神龙摆尾、风雷冲或金钟破时，会生成一个替身嘲讽附近的敌人，然后爆炸造成 [{VALUE1} * 100]% 的武器伤害。
359570	ItemPassive_Unique_Ring_725_x1	闪电风暴	在使用疾风击之后，你的疾风击会震击附近的所有敌人，造成 [{VALUE1}*100]% 的武器伤害（作为闪电伤害）。
359573	ItemPassive_Unique_Ring_726_x1		灵魂收割吞噬你在敌人身上留下的持续性伤害效果，立即造成相当于剩余伤害持续 300 秒的伤害。
359574	ItemPassive_Unique_Ring_727_x1		御法者获得每个符文的效果。
359576	ItemPassive_Unique_Ring_728_x1		御法者获得时间延缓符文的效果。
359577	ItemPassive_Unique_Ring_729_x1		御法者获得传送符文的效果。
